
Jesus Yanes
libapt-inst1.5:amd64				install
libapt-pkg4.12:amd64				install
libarchive-extract-perl				install
libasan0:amd64					install
libasn1-8-heimdal:amd64				install
libasound2:amd64				install
libasound2-data					install
libasprintf0c2:amd64				install
libasyncns0:amd64				install
libatomic1:amd64				install
libattr1:amd64					install
libaudit-common					install
libaudit1:amd64					install
libblkid1:amd64					install
libboost-iostreams1.54.0:amd64			install
libbsd0:amd64					install
libbz2-1.0:amd64				install
libc-bin					install
libc-dev-bin					install
libc6:amd64					install
libc6-dev:amd64					install
libcaca0:amd64					install
libcap2:amd64					install
libcap2-bin					install
libcgmanager0:amd64				install
libck-connector0:amd64				install
libclass-accessor-perl				install
libcloog-isl4:amd64				install
libcomerr2:amd64				install
libcurl3:amd64					install
libcurl3-gnutls:amd64				install
libcwidget3					install
libdb5.3:amd64					install
libdbd-mysql-perl				install
libdbi-perl					install
libdbus-1-3:amd64				install
libdebconfclient0:amd64				install
libdevmapper1.02.1:amd64			install
libdpkg-perl					install
libdrm-intel1:amd64				install
libdrm-nouveau2:amd64				install
libdrm-radeon1:amd64				install
libdrm2:amd64					install
libedit2:amd64					install
libelf1:amd64					install
libept1.4.12:amd64				install
libestr0					install
libexpat1:amd64					install
libfakeroot:amd64				install
libffi6:amd64					install
libfile-fcntllock-perl				install
libflac8:amd64					install
libfontconfig1:amd64				install
libfreetype6:amd64				install
libfribidi0:amd64				install
libfuse2:amd64					install
libgcc-4.8-dev:amd64				install
libgcc1:amd64					install
libgcrypt11:amd64				install
libgd3:amd64					install
libgdbm3:amd64					install
libgl1-mesa-dri:amd64				install
libgl1-mesa-glx:amd64				install
libglapi-mesa:amd64				install
libglew1.10:amd64				install
libglib2.0-0:amd64				install
libglib2.0-data					install
libgmp10:amd64					install
libgnutls-openssl27:amd64			install
libgnutls26:amd64				install
libgomp1:amd64					install
libgpg-error0:amd64				install
libgssapi-krb5-2:amd64				install
libgssapi3-heimdal:amd64			install
libhcrypto4-heimdal:amd64			install
libheimbase1-heimdal:amd64			install
libheimntlm0-heimdal:amd64			install
libhtml-template-perl				install
libhx509-5-heimdal:amd64			install
libicu52:amd64					install
libidn11:amd64					install
libio-string-perl				install
libisl10:amd64					install
libitm1:amd64					install
libjbig0:amd64					install
libjpeg-turbo8:amd64				install
libjpeg8:amd64					install
libjs-codemirror				install
libjs-jquery					install
libjs-jquery-cookie				install
libjs-jquery-event-drag				install
libjs-jquery-metadata				install
libjs-jquery-mousewheel				install
libjs-jquery-tablesorter			install
libjs-jquery-ui					install
libjs-underscore				install
libjson-c2:amd64				install
libjson0:amd64					install
libk5crypto3:amd64				install
libkeyutils1:amd64				install
libklibc					install
libkmod2:amd64					install
libkrb5-26-heimdal:amd64			install
libkrb5-3:amd64					install
libkrb5support0:amd64				install
libldap-2.4-2:amd64				install
libllvm3.4:amd64				install
liblocale-gettext-perl				install
liblockfile-bin					install
liblockfile1:amd64				install
liblog-message-simple-perl			install
liblzma5:amd64					install
libmagic1:amd64					install
libmcrypt4					install
libmodule-pluggable-perl			install
libmount1:amd64					install
libmpc3:amd64					install
libmpdec2:amd64					install
libmpfr4:amd64					install
libmysqlclient18:amd64				install
libncurses5:amd64				install
libncursesw5:amd64				install
libnewt0.52:amd64				install
libnih-dbus1:amd64				install
libnih1:amd64					install
libogg0:amd64					install
libopenal-data					install
libopenal1:amd64				install
libp11-kit0:amd64				install
libpam-cap:amd64				install
libpam-modules:amd64				install
libpam-modules-bin				install
libpam-runtime					install
libpam0g:amd64					install
libparse-debianchangelog-perl			install
libpci3:amd64					install
libpciaccess0:amd64				install
libpcre3:amd64					install
libphysfs1:amd64				install
libpipeline1:amd64				install
libplymouth2:amd64				install
libpng12-0:amd64				install
libpod-latex-perl				install
libpopt0:amd64					install
libprocps3:amd64				install
libpulse0:amd64					install
libpython-stdlib:amd64				install
libpython2.7-minimal:amd64			install
libpython2.7-stdlib:amd64			install
libpython3-stdlib:amd64				install
libpython3.4-minimal:amd64			install
libpython3.4-stdlib:amd64			install
libquadmath0:amd64				install
libreadline6:amd64				install
libroken18-heimdal:amd64			install
librtmp0:amd64					install
libsasl2-2:amd64				install
libsasl2-modules:amd64				install
libsasl2-modules-db:amd64			install
libsdl-image1.2:amd64				install
libsdl1.2debian:amd64				install
libselinux1:amd64				install
libsemanage-common				install
libsemanage1:amd64				install
libsepol1:amd64					install
libsigc++-2.0-0c2a:amd64			install
libslang2:amd64					install
libsndfile1:amd64				install
libsqlite3-0:amd64				install
libss2:amd64					install
libssl1.0.0:amd64				install
libstdc++-4.8-dev:amd64				install
libstdc++6:amd64				install
libsub-name-perl				install
libtasn1-6:amd64				install
libterm-readkey-perl				install
libterm-ui-perl					install
libtext-charwidth-perl				install
libtext-iconv-perl				install
libtext-soundex-perl				install
libtext-wrapi18n-perl				install
libtiff5:amd64					install
libtimedate-perl				install
libtinfo5:amd64					install
libtsan0:amd64					install
libtxc-dxtn-s2tc0:amd64				install
libudev1:amd64					install
libusb-0.1-4:amd64				install
libusb-1.0-0:amd64				install
libustr-1.0-1:amd64				install
libuuid1:amd64					install
libvorbis0a:amd64				install
libvorbisenc2:amd64				install
libvorbisfile3:amd64				install
libvpx1:amd64					install
libwebp5:amd64					install
libwind0-heimdal:amd64				install
libwrap0:amd64					install
libx11-6:amd64					install
libx11-data					install
libx11-xcb1:amd64				install
libxapian22					install
libxau6:amd64					install
libxcb-dri2-0:amd64				install
libxcb-dri3-0:amd64				install
libxcb-glx0:amd64				install
libxcb-present0:amd64				install
libxcb-sync1:amd64				install
libxcb1:amd64					install
libxdamage1:amd64				install
libxdmcp6:amd64					install
libxext6:amd64					install
libxfixes3:amd64				install
libxml2:amd64					install
libxmuu1:amd64					install
libxpm4:amd64					install
libxshmfence1:amd64				install
libxxf86vm1:amd64				install
linux-headers-3.13.0-24				install
linux-headers-3.13.0-24-generic			install
linux-headers-3.13.0-30				install
linux-headers-3.13.0-30-generic			install
linux-headers-3.13.0-32				install
linux-headers-3.13.0-32-generic			install
linux-headers-generic				install
linux-headers-virtual				install
linux-image-3.13.0-24-generic			install
linux-image-3.13.0-30-generic			install
linux-image-3.13.0-32-generic			install
linux-image-virtual				install
linux-libc-dev:amd64				install
linux-virtual					install
locales						install
lockfile-progs					install
login						install
logrotate					install
lsb-base					install
lsb-release					install
lsof						install
make						install
makedev						install
man-db						install
manpages					install
manpages-dev					install
mawk						install
mime-support					install
module-init-tools				install
mount						install
mountall					install
multiarch-support				install
mysql-client-5.5				install
mysql-client-core-5.5				install
mysql-common					install
mysql-server					install
mysql-server-5.5				install
mysql-server-core-5.5				install
nano						install
ncurses-base					install
ncurses-bin					install
ncurses-term					install
net-tools					install
netbase						install
netcat-openbsd					install
ntpdate						install
openssh-client					install
openssh-server					install
openssh-sftp-server				install
openssl						install
os-prober					install
passwd						install
patch						install
pciutils					install
perl						install
perl-base					install
perl-modules					install
php-gettext					install
php-pear					install
php5-cli					install
php5-common					install
php5-gd						install
php5-intl					install
php5-json					install
php5-mcrypt					install
php5-mysql					install
php5-readline					install
php5-sqlite					install
php5-xdebug					install
phpmyadmin					install
plymouth					install
procps						install
psmisc						install
python						install
python-apt					install
python-apt-common				install
python-chardet					install
python-debian					install
python-minimal					install
python-requests					install
python-six					install
python-urllib3					install
python-xapian					install
python2.7					install
python2.7-minimal				install
python3						install
python3-apt					install
python3-minimal					install
python3.4					install
python3.4-minimal				install
readline-common					install
resolvconf					install
rsyslog						install
sed						install
sensible-utils					install
sgml-base					install
shared-mime-info				install
ssh-import-id					install
ssl-cert					install
sudo						install
supertux					install
supertux-data					install
sysv-rc						install
sysvinit-utils					install
tar						install
tasksel						install
tasksel-data					install
tcpd						install
tzdata						install
ubuntu-keyring					install
ubuntu-minimal					install
ucf						install
udev						install
unattended-upgrades				install
unzip						install
upstart						install
ureadahead					install
usbutils					install
util-linux					install
vim-common					install
vim-tiny					install
wget						install
whiptail					install
xauth						install
xkb-data					install
xml-core					install
xz-utils					install
zip						install
zlib1g:amd64					install
